[2026-04-29 14:49:16,275] torch.distributed.run: [WARNING] master_addr is only used for static rdzv_backend and when rdzv_endpoint is not specified.
[2026-04-29 14:49:16,275] torch.distributed.run: [WARNING] 
[2026-04-29 14:49:16,275] torch.distributed.run: [WARNING] *****************************************
[2026-04-29 14:49:16,275] torch.distributed.run: [WARNING] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
[2026-04-29 14:49:16,275] torch.distributed.run: [WARNING] *****************************************
[transformers] Disabling PyTorch because PyTorch >= 2.4 is required but found 2.1.2
[transformers] Disabling PyTorch because PyTorch >= 2.4 is required but found 2.1.2
[transformers] PyTorch was not found. Models won't be available and only tokenizers, configuration and file/data utilities can be used.
[transformers] PyTorch was not found. Models won't be available and only tokenizers, configuration and file/data utilities can be used.
DDP enabled: 2 processes
Loaded norm stats from /workspace/artifacts/norm_stats.json  (49 channels)
Train: 9327 patches  |  Val: 2446 patches  |  Test: 1853 patches
Input channels: 49
Model: unet_resnet50  |  Trainable params: 32,665,506

Ep   1 [train]:   0%|          | 0/145 [00:00<?, ?it/s]/opt/conda/lib/python3.10/site-packages/torch/optim/lr_scheduler.py:136: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  warnings.warn("Detected call of `lr_scheduler.step()` before `optimizer.step()`. "
/opt/conda/lib/python3.10/site-packages/torch/optim/lr_scheduler.py:136: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  warnings.warn("Detected call of `lr_scheduler.step()` before `optimizer.step()`. "

Ep   1 [train]:   0%|          | 0/145 [00:04<?, ?it/s, loss=3.4727]
Ep   1 [train]:   1%|          | 1/145 [00:04<10:21,  4.32s/it, loss=3.4727]
Ep   1 [train]:   1%|          | 1/145 [00:04<10:21,  4.32s/it, loss=3.5840]
Ep   1 [train]:   1%|▏         | 2/145 [00:04<04:34,  1.92s/it, loss=3.5840]
Ep   1 [train]:   1%|▏         | 2/145 [00:04<04:34,  1.92s/it, loss=3.2969]
Ep   1 [train]:   2%|▏         | 3/145 [00:04<02:35,  1.09s/it, loss=3.2969]
Ep   1 [train]:   2%|▏         | 3/145 [00:04<02:35,  1.09s/it, loss=3.2227]
Ep   1 [train]:   3%|▎         | 4/145 [00:04<01:39,  1.41it/s, loss=3.2227]
Ep   1 [train]:   3%|▎         | 4/145 [00:04<01:39,  1.41it/s, loss=2.9746]
Ep   1 [train]:   3%|▎         | 5/145 [00:04<01:09,  2.03it/s, loss=2.9746]
Ep   1 [train]:   3%|▎         | 5/145 [00:05<01:09,  2.03it/s, loss=2.9590]
Ep   1 [train]:   4%|▍         | 6/145 [00:05<01:03,  2.19it/s, loss=2.9590]
Ep   1 [train]:   4%|▍         | 6/145 [00:05<01:03,  2.19it/s, loss=2.8887]
Ep   1 [train]:   5%|▍         | 7/145 [00:05<00:55,  2.49it/s, loss=2.8887]
Ep   1 [train]:   5%|▍         | 7/145 [00:06<00:55,  2.49it/s, loss=2.7734]
Ep   1 [train]:   6%|▌         | 8/145 [00:06<01:00,  2.27it/s, loss=2.7734]
Ep   1 [train]:   6%|▌         | 8/145 [00:06<01:00,  2.27it/s, loss=2.7773]
Ep   1 [train]:   6%|▌         | 9/145 [00:06<00:50,  2.71it/s, loss=2.7773]
Ep   1 [train]:   6%|▌         | 9/145 [00:06<00:50,  2.71it/s, loss=2.5879]
Ep   1 [train]:   7%|▋         | 10/145 [00:06<00:56,  2.38it/s, loss=2.5879]
Ep   1 [train]:   7%|▋         | 10/145 [00:07<00:56,  2.38it/s, loss=2.4023]
Ep   1 [train]:   8%|▊         | 11/145 [00:07<00:51,  2.63it/s, loss=2.4023]
Ep   1 [train]:   8%|▊         | 11/145 [00:07<00:51,  2.63it/s, loss=2.3574]
Ep   1 [train]:   8%|▊         | 12/145 [00:07<00:52,  2.55it/s, loss=2.3574]
Ep   1 [train]:   8%|▊         | 12/145 [00:07<00:52,  2.55it/s, loss=2.2695]
Ep   1 [train]:   9%|▉         | 13/145 [00:07<00:52,  2.52it/s, loss=2.2695]
Ep   1 [train]:   9%|▉         | 13/145 [00:08<00:52,  2.52it/s, loss=2.2012]
Ep   1 [train]:  10%|▉         | 14/145 [00:08<00:51,  2.54it/s, loss=2.2012]
Ep   1 [train]:  10%|▉         | 14/145 [00:08<00:51,  2.54it/s, loss=2.1504]
Ep   1 [train]:  10%|█         | 15/145 [00:08<00:52,  2.50it/s, loss=2.1504]
Ep   1 [train]:  10%|█         | 15/145 [00:09<00:52,  2.50it/s, loss=2.1465]
Ep   1 [train]:  11%|█         | 16/145 [00:09<00:55,  2.33it/s, loss=2.1465]
Ep   1 [train]:  11%|█         | 16/145 [00:09<00:55,  2.33it/s, loss=1.9678]
Ep   1 [train]:  12%|█▏        | 17/145 [00:09<00:57,  2.23it/s, loss=1.9678]
Ep   1 [train]:  12%|█▏        | 17/145 [00:10<00:57,  2.23it/s, loss=2.0391]
Ep   1 [train]:  12%|█▏        | 18/145 [00:10<00:55,  2.30it/s, loss=2.0391]
Ep   1 [train]:  12%|█▏        | 18/145 [00:10<00:55,  2.30it/s, loss=1.9482]
Ep   1 [train]:  13%|█▎        | 19/145 [00:10<00:59,  2.11it/s, loss=1.9482]
Ep   1 [train]:  13%|█▎        | 19/145 [00:11<00:59,  2.11it/s, loss=1.7695]
Ep   1 [train]:  14%|█▍        | 20/145 [00:11<00:56,  2.23it/s, loss=1.7695]
Ep   1 [train]:  14%|█▍        | 20/145 [00:11<00:56,  2.23it/s, loss=1.7510]
Ep   1 [train]:  14%|█▍        | 21/145 [00:11<00:59,  2.09it/s, loss=1.7510]
Ep   1 [train]:  14%|█▍        | 21/145 [00:11<00:59,  2.09it/s, loss=1.6016]
Ep   1 [train]:  15%|█▌        | 22/145 [00:11<00:53,  2.29it/s, loss=1.6016]
Ep   1 [train]:  15%|█▌        | 22/145 [00:12<00:53,  2.29it/s, loss=1.6016]
Ep   1 [train]:  16%|█▌        | 23/145 [00:12<00:58,  2.10it/s, loss=1.6016]
Ep   1 [train]:  16%|█▌        | 23/145 [00:12<00:58,  2.10it/s, loss=1.5605]
Ep   1 [train]:  17%|█▋        | 24/145 [00:12<00:53,  2.26it/s, loss=1.5605]
Ep   1 [train]:  17%|█▋        | 24/145 [00:13<00:53,  2.26it/s, loss=1.6924]
Ep   1 [train]:  17%|█▋        | 25/145 [00:13<00:59,  2.03it/s, loss=1.6924]
Ep   1 [train]:  17%|█▋        | 25/145 [00:13<00:59,  2.03it/s, loss=1.5820]
Ep   1 [train]:  18%|█▊        | 26/145 [00:13<00:52,  2.27it/s, loss=1.5820]
Ep   1 [train]:  18%|█▊        | 26/145 [00:14<00:52,  2.27it/s, loss=1.4775]
Ep   1 [train]:  19%|█▊        | 27/145 [00:14<00:57,  2.04it/s, loss=1.4775]
Ep   1 [train]:  19%|█▊        | 27/145 [00:14<00:57,  2.04it/s, loss=1.4727]
Ep   1 [train]:  19%|█▉        | 28/145 [00:14<00:50,  2.31it/s, loss=1.4727]
Ep   1 [train]:  19%|█▉        | 28/145 [00:15<00:50,  2.31it/s, loss=1.4678]
Ep   1 [train]:  20%|██        | 29/145 [00:15<00:59,  1.96it/s, loss=1.4678]
Ep   1 [train]:  20%|██        | 29/145 [00:15<00:59,  1.96it/s, loss=1.2900]
Ep   1 [train]:  21%|██        | 30/145 [00:15<00:49,  2.33it/s, loss=1.2900]
Ep   1 [train]:  21%|██        | 30/145 [00:16<00:49,  2.33it/s, loss=1.2490]
Ep   1 [train]:  21%|██▏       | 31/145 [00:16<00:58,  1.94it/s, loss=1.2490]
Ep   1 [train]:  21%|██▏       | 31/145 [00:16<00:58,  1.94it/s, loss=1.6777]
Ep   1 [train]:  22%|██▏       | 32/145 [00:16<00:48,  2.35it/s, loss=1.6777]
Ep   1 [train]:  22%|██▏       | 32/145 [00:17<00:48,  2.35it/s, loss=1.1113]
Ep   1 [train]:  23%|██▎       | 33/145 [00:17<00:59,  1.90it/s, loss=1.1113]
Ep   1 [train]:  23%|██▎       | 33/145 [00:17<00:59,  1.90it/s, loss=1.2305]
Ep   1 [train]:  23%|██▎       | 34/145 [00:17<00:47,  2.35it/s, loss=1.2305]
